v_x_inducing_points,v_y_inducing_points,omega_inducing_points
-0.004192435470506885,-0.010311972873408562,-0.14328583343452048
-0.009816156978912529,-0.021230977967738117,-0.270764497953803
-0.00864243994374178,-0.03504727147996676,-0.15630305250754106
-0.006358859415547652,-0.044027310733172044,-0.02886562192212551
-0.007592959858186726,-0.05091928463136337,-0.09252242575613985
-0.004846583610927136,-0.03477433462660471,0.2964867249035372
-0.004756316970617033,-0.03399144056056185,0.14927062952862066
-0.008438558114911367,-0.02060367816483892,0.39338306302103737
-0.011747964080472743,0.01706486593822183,0.20735811265436566
-0.015368369139011543,0.036532016287830454,0.19527641328361606
-0.014308544998432314,0.055575440979510164,0.04049917608407997
-0.013367756731267976,0.06698257121341039,-0.034113870482356534
-0.012737221191625651,0.07402057234846686,-0.12450512103718944
-0.01192949513754645,0.07723467377825224,-0.14838147445424094
-0.010982613622106037,0.07935024329449415,-0.15841886602901023
-0.009298113244076936,0.08046766335657105,-0.12279820892965262
-0.007185826316700002,0.08078196282680697,-0.07411068638985335
-0.004915577790934859,0.08011274874404553,-0.016558401388774836
-0.0019327927585394468,0.07680067733251476,0.021554740418373308
0.0010769738198451,0.06917756150253924,0.03658509156576504
0.0037719749356452804,0.06661755828721061,0.032072990580569206
0.004221668874798677,0.05241056013259229,0.012905785018142
0.008266010987133152,0.06477391844668093,0.005220723224560965
0.008208832760976842,0.05418913747475841,-0.00619066151491973
0.008781491908577422,0.041215050636441916,-0.04750876796871613
0.01020908463973057,0.048061739154436275,-0.049657874747727176
0.010723970787700265,0.038622739154149946,-0.09616281472081249
0.012307362458191657,0.04356678697988909,-0.0921559368119575
0.009196940903985032,0.022978304726450117,-0.08544368407629312
0.008180237779230382,0.01673006907813588,-0.09105955714947363
0.006012466365688739,0.017308048321330326,0.01637778020910591
0.0040107905675593,0.013331113196415913,0.13550237673640536
0.0025676428583649297,0.017311475865057657,0.14500787919604816
0.0015255115911026905,0.022235023620980936,0.09632401496676694
0.0010751471435472045,0.02488591788660406,0.03184866261614844
0.0006950798485780212,0.021994967472182412,-0.07717962924095625
-0.0003028896098490732,0.016107453739494064,-0.1647189908525068
-0.0017069100134886816,0.00535305793961064,-0.20281273639455125
-0.0031987983122117696,-0.007057872298305264,-0.19246913541160718
-0.004232042731572569,-0.020067826642035796,-0.14785623783827223
-0.003700185911270607,-0.018677674430091922,-0.07235722492000128
-0.0033095688077438685,-0.017347762506279615,0.005201038212671736
-0.0035219012910955687,-0.014308867440061138,0.10940354092160237
-0.004987626174568182,-0.005578945917108324,0.19467253847255261
-0.006404524522812823,0.006869284692538491,0.21043185184416247
-0.007430063476458196,0.020184833250229073,0.18913622274895073
-0.007899773270561648,0.030377017991490455,0.15871596031808569
-0.0095420222074344,0.03929029002610308,0.11433010928449173
-0.009719652230551826,0.04832796070922336,0.0385766614619734
-0.008221617351171228,0.05645965671816842,0.019190584923487394
-0.005531397535981135,0.06180460200839555,0.025416278947395676
-0.0018544300415107042,0.06165896393915233,0.02027276937699249
0.0005382743443885555,0.06177558166550076,0.008899772254423967
0.0012755463115447906,0.05710652696685809,0.01619490803823218
0.001213499809355876,0.04781574895117987,0.031259409945950355
0.0009277899837391998,0.042184775687293785,0.03752635654304551
0.0004933780508166849,0.03552104994620774,0.039315398616110615
2.3940715615761474e-05,0.03363807132942451,0.04309831353193284
-0.001121469070171495,0.0360338001204871,0.06488009099985188
-0.0020907377677664572,0.03787837619669991,0.08000620689327695
-0.004630816086324932,0.042786131305714445,0.11470032190898984
-0.009408434306841117,0.05009350301517942,0.11867713900552788
-0.010378816940805403,0.05372232633462151,0.05410140193753576
-0.00794951215545708,0.05806005321080397,0.057273619404558725
-0.007982558157333666,0.05872784761580415,0.07622793161417175
-0.005429867636239742,0.061125731574869904,0.04769056268178694
-0.0022012744583431443,0.04803594535753528,0.0411934815980409
-0.000337419076890393,0.03722357647344826,0.047574235335726626
-0.0011259815676073074,0.04549372676762606,0.10075507775889501
-0.0020484264847875277,0.045201614520920565,0.1387862817459017
-0.00030968925810029936,0.04692372328722184,0.10646549307398954
0.0022674312714347734,0.05033713338276086,0.07087239082008392
0.002126172061866819,0.0565959689591734,0.10602867962181654
0.006696865546460017,0.0708697788412911,0.04535245128158874
0.003753886088820199,0.023596152043931257,-0.027969065806734476
0.005207703438270525,0.026429077338267593,-0.08724321966433063
0.007244499658968932,0.032482847456074083,-0.1662048986267691
0.004908789777773593,0.014221816795675447,-0.21311255068249907
0.0018133915412457873,-0.0022358486551578836,-0.26192265841669143
-0.0011610710489039487,-0.01907236156866948,-0.25820276298881517
-0.00336952495517221,-0.033614857802818705,-0.21968234281194848
-0.0037792899791238,-0.04428010727793253,-0.16570224868692593
-0.0017065200102553929,-0.04963577410043348,-0.09865529534371946
-0.0001807855564088771,-0.04846166776651225,-0.04394254833483446
-0.0005913588508027023,-0.051384991018201626,-0.0706134229883031
-0.0009987664372062704,-0.056190264129092844,-0.12293014277537379
0.0006393639608593911,-0.04962918383001472,-0.08748571373968521
0.0022005943993060988,-0.04800418584307339,-0.048242003167958965
0.003015623328315689,-0.04658337941262615,-0.03498866286434702
0.004096677491947499,-0.03922470171412396,0.046902933659215815
0.0025512208489793108,-0.04118779393499195,0.013666312503251092
-0.0006932610103992581,-0.041104300933015786,-0.11524674451305694
-0.002250507828072321,-0.0423302039189715,-0.14350845573343565
-0.00477989873030512,-0.050500839878525265,-0.13638557206521965
-0.007196644869442828,-0.05420455442520957,-0.09433459004491372
-0.005037057042010569,-0.05588165773060483,-0.06057648201474326
-0.0024260658466251036,-0.056547908616015635,-0.044828176997649516
-0.0027912906745579816,-0.05633034892209045,-0.08063233373104753
-0.0014479811458605115,-0.05356405950274686,-0.07813440010346022
0.00046584026987618176,-0.050012016449036197,-0.06276964550231547
0.0028890449896676095,-0.063804012269642,-0.07302093353172139
0.002013213142655602,-0.03619081906821577,-0.04552027989610257
0.0021935655573463693,-0.043420418092381105,-0.06364373058428133
0.002677544772640802,-0.04730265232127486,-0.06440636781649028
0.0033133646683469594,-0.0495952772811881,-0.05610812089975544
0.004125757662745292,-0.04943055075381859,-0.0323158358657227
0.005343109281182456,-0.048629115239544454,0.01834963253501535
0.0057008984528322025,-0.04000069534115292,0.08621091576425956
0.004985280876857501,-0.028599452192330697,0.14295587112083621
0.0027943761255077074,-0.012714988672206067,0.1992929121668545
-0.0001866509235635547,0.004058259118627159,0.2487777463755761
-0.002855679890570265,0.01918829699796466,0.24643651334133615
-0.004389083295655163,0.032910620189474195,0.2009136725606826
-0.005314303937648487,0.042285162885159135,0.14968369491142675
-0.007268209236961301,0.05110007321289858,0.1067743474398591
-0.005764966217167595,0.05772035777306025,0.07418053432979278
-0.0029039711270923137,0.06256064501858512,0.07221298041775963
-0.0013111344296685985,0.06592760288100324,0.07575500847452712
0.0012307963450590848,0.06345455011563747,0.06274443759312974
0.0027224976928351885,0.06496853013543188,0.1080058103708935
0.009043435156596731,0.061229506095142876,-0.12760194609266684
0.0022619398081623146,0.003421395175026481,-0.06630878089598086
0.0043234851066101245,0.018591816164149445,-0.18296136599018936
